69	[2.24685162 0.69723556 4.38206295 0.32556505 3.08463608]
70	[0.3512877  3.58093213 2.87340518 0.67995604 0.75650333]
71	[4.85120208 0.86133906 1.99891187 3.40972898 1.11723696]
72	[2.69619025e+00 2.89482006e+00 1.68585415e+00 1.41154948e+00
 1.31527632e-03]
73	[3.64700755 3.02838181 1.3312915  4.2972422  0.6500003 ]
74	[4.90601167 2.46714641 1.41037531 3.8046872  0.93895095]
75	[2.21189587 0.68834574 4.60841184 0.01559256 4.6609104 ]
76	[4.73860637 4.24812461 3.63205386 1.51139238 4.79416799]
77	[1.09313675 1.45570382 3.60215414 4.67649995 3.47899598]
78	[0.78591411 2.0655787  4.0370444  2.09189558 4.97673929]
79	[3.71270911 2.38706375 0.41495063 4.60499041 0.68701464]
80	[2.31506169 2.52671239 1.58646529 0.54786469 4.45459736]
81	[2.07560337 0.36968879 3.2749565  4.48275341 1.36574979]
82	[3.51157653 2.28573895 0.40427802 1.1866634  4.83602223]
83	[1.98326107 2.05538571 0.74294266 1.97145902 2.7480161 ]
84	[1.38946161 2.91899002 4.77490904 1.90952677 1.79836573]
85	[3.37568365 4.98888787 0.41829574 2.80406973 1.14429054]
86	[2.70452483 2.04767778 3.83985069 2.36546929 1.76388171]
87	[1.03049101 2.45208802 4.66043392 1.80958027 2.93875723]
88	[4.90444734 2.61615114 3.61482493 1.60674269 4.53107632]
89	[0.17893732 3.40748217 1.03565435 3.95787849 4.88542766]
90	[3.27018336 4.14837017 2.90197047 2.64754574 1.19262331]
91	[4.64589227 1.67214876 3.81724281 0.98808789 0.40782241]
92	[2.68042469 2.07829928 4.95120195 2.27220178 0.53097133]
93	[0.13217207 2.66132011 0.20716625 2.29539854 4.83825066]
94	[1.73207469 2.45560769 1.52733647 0.77752436 0.19637632]
95	[0.73909766 1.8146217  0.58862719 1.30791827 3.95668109]
96	[0.43191403 1.47236028 2.92800322 3.79476224 0.17199456]
97	[4.07197788 4.05754954 1.93459196 3.10178215 3.90549363]
98	[2.93971222 1.34780484 0.26253985 2.67494803 0.22190594]
99	[2.07126654 1.98395717 1.64032799 2.4298249  1.76898441]
100	[0.0186593  0.1984027  3.51716271 0.35029224 1.61547871]
101	[4.81395068 0.13474643 3.14118715 3.22659209 4.71262174]
102	[4.81501234 3.24335145 0.51804768 1.09664523 0.23237028]
103	[2.57002226 4.30748726 3.48355991 2.07245285 1.29694459]
104	[0.56730192 0.25645001 1.62557642 4.60719399 1.84687358]
105	[4.11870373 4.81118846 0.42409242 1.03902498 4.19357723]
106	[2.39377866 0.24382871 3.05448412 3.15227461 0.57473805]
107	[4.72675571 1.53403979 4.7629386  3.6885087  2.78524674]
108	[2.32978502 0.72617836 3.46323775 0.56654739 4.8529846 ]
109	[0.46611888 4.98116779 4.83710592 2.02313939 4.93861099]
110	[0.08053331 3.13600613 4.45360589 2.18351798 3.6115037 ]
111	[3.89664637 0.2901763  4.21087799 3.39575692 4.26379099]
112	[2.63097231 0.97933134 4.07350168 4.37899816 1.17198533]
113	[3.22045207 4.53800218 2.21936459 0.26458919 1.63306039]
114	[0.29401797 2.92139405 0.34781606 2.98268036 4.38364868]
115	[4.93543052 0.27433935 0.31663574 3.60072626 3.76683919]
116	[3.71582326 1.17793009 4.43179202 0.12756533 3.27458847]
117	[1.97478949 2.2282661  1.09722088 4.62178844 1.99874734]
118	[0.22573451 2.95631753 1.10874692 3.60330047 1.53187549]
119	[4.54257832 1.28954957 2.80709779 2.92766921 0.42874565]
120	[0.25398912 0.29961287 2.03922662 3.46213106 3.41250067]
121	[0.16511085 3.78171857 1.21109983 2.30848695 4.25464353]
122	[4.20369289 3.63507274 3.18657963 3.71213289 2.06120605]
123	[3.22207507 3.77262591 3.17785044 4.33655159 1.22911452]
124	[2.43156447 0.96473822 0.4129027  3.73901664 0.08729381]
125	[2.66368322 0.8994983  3.59211079 2.21032991 2.42888041]
126	[1.28708597 3.97080595 0.34801611 2.50206405 3.37956807]
127	[1.45184591 1.01086993 2.59411365 3.01582327 4.7999496 ]
128	[4.4339412  4.42346909 3.63958157 4.33003439 1.93993058]
129	[4.95639845 3.88629738 4.53589257 0.85396626 2.83896249]
130	[1.98916319 1.18158412 2.70879478 3.13719996 4.67227637]
131	[3.52723481 4.83766522 1.58766337 4.67426267 3.91270659]
132	[2.27317179 2.36371904 3.37609154 2.97593135 4.79207869]
133	[0.39487676 4.37886973 3.10147979 0.22935438 4.3401068 ]
134	[0.86271252 2.29482316 3.31715041 0.63310537 4.21447388]
135	[0.98992548 3.87475968 2.79951387 2.691828   0.87553801]
136	[7.67636957e-01 3.09107939e+00 1.39994913e-03 1.10523372e+00
 1.81690545e+00]
137	[2.78625789 0.67737111 0.93107489 0.26859334 4.83993478]
138	[4.98476902 0.87169305 1.13904618 0.49505129 2.19106434]
139	[0.77876287 4.28848064 0.39134861 3.97181243 0.88922048]
140	[0.06834438 3.1176136  3.22823556 1.99814516 1.68829887]
141	[2.72103965 3.95636326 1.11366179 3.27673073 2.60603128]
142	[3.23964097 3.8377698  3.55508444 3.24495257 2.83729906]
143	[1.08703367 2.56435578 3.96281932 1.88372695 4.78507234]
144	[0.21190592 2.54167728 2.06463067 1.84200975 2.2316613 ]
145	[4.10054047 3.52928021 2.07435031 0.48031326 0.56959939]
146	[4.44591015 0.12144528 3.6510607  3.35576421 4.40735252]
147	[0.8087708  4.52713621 2.1980525  4.09734156 2.79507237]
148	[2.58348024 1.18479742 1.08700708 4.79991526 3.90265731]
149	[3.13880358 3.22234559 2.10720176 3.73825864 0.67630869]
150	[2.16720952 1.21378027 1.51978959 2.12716623 1.64363119]
151	[2.52785166 0.7145098  4.65808158 4.92229888 2.3325342 ]
152	[1.39593686 2.12441698 0.27639482 1.04313275 3.36117117]
153	[3.54665598 4.3834597  3.41491121 2.2267283  1.98048495]
154	[3.4512114  3.08706212 0.50745116 1.4591352  3.73210846]
155	[1.84961522 0.2308197  2.69127003 0.36929804 0.4898858 ]
156	[2.89866888 1.81100385 2.82870813 0.55542553 3.38141999]
157	[0.05251593 2.27034389 2.97477809 4.65650933 2.75259422]
158	[2.93876592 4.71887293 3.68497224 3.85464775 1.61623339]
159	[0.15813292 1.54395142 2.67636874 3.38941637 0.31521791]
160	[0.99406202 4.76301294 0.13749169 0.25401292 3.8744516 ]
161	[1.73657274 4.55153405 1.22123844 4.06451226 1.72826652]
162	[4.22524005 3.28567929 3.17335436 4.01437282 4.4000026 ]
163	[4.51797538 3.65202715 1.38577242 3.50484401 1.60544959]
164	[0.95654816 2.34711281 4.92836913 0.59348879 0.15608043]
165	[4.54821634 1.90934794 0.24405768 3.50949958 3.11946418]
166	[3.35057301 3.99483014 3.74504624 4.6943777  2.77703511]
167	[4.10925708 4.61035764 2.70262144 1.66720541 3.00631921]
168	[2.84332225 0.96568858 4.96832593 0.36735287 4.90643176]
169	[0.20142795 0.42492    3.28350002 4.17543972 4.26527472]
170	[0.44740444 1.71597331 2.03097772 0.63806712 0.66096096]
171	[2.24499163 3.99740128 0.26992941 2.15554982 1.24104234]
172	[3.68307723 4.91469559 0.19281484 4.95207504 0.8863368 ]
173	[2.88145284 2.42400365 2.37670344 0.66994975 4.36908724]
174	[0.43370252 3.17895998 1.61639945 4.99024675 4.17782453]
175	[3.21501977 3.620986   0.8313835  2.06163464 1.88569051]
176	[1.58145708 3.2832555  0.36221819 0.92077379 4.38031236]
177	[3.32310564 2.60222029 4.61575794 2.64615694 1.63457642]
178	[2.33802031 1.82606868 1.09820463 1.32422018 1.684459  ]
179	[1.14606746 4.28287546 0.21267679 1.22877313 1.95964478]
180	[2.50323781 0.66282804 4.64154806 4.28234251 2.9782325 ]
181	[1.24128266 2.50629965 0.72069069 1.6081566  3.49850713]
182	[4.96443435 1.15810026 4.63335254 1.76697745 3.6198076 ]
183	[4.84601939 3.37705413 2.17213094 2.26207129 2.01962625]
184	[3.99991358 1.45415948 1.68810392 3.59376359 0.15417202]
185	[1.92549831 4.01092367 0.61947729 4.22002024 1.06954659]
186	[4.52657618 1.39397825 3.29108895 3.08486868 3.25045886]
187	[1.19330762 2.61848675 0.09184623 1.73356181 2.93473251]
188	[4.74346104 4.0011015  4.81863905 3.70028189 0.03751357]
189	[0.4399537  4.63558923 1.10279814 0.91416576 4.41038225]
190	[1.16560861 0.660742   2.16709222 4.27248629 3.60766755]
191	[0.37167401 4.05710215 3.94413066 2.06989363 3.77289909]
192	[4.04157923 0.38538256 2.43848054 0.94286332 3.7600698 ]
193	[4.21784089 3.64588164 2.83443871 2.69967939 3.44170249]
194	[3.7089442  2.99409781 0.31713311 0.06555758 3.85062175]
195	[0.37775015 0.73944516 4.41101962 2.66107911 0.08735903]
196	[0.17701479 4.243844   2.12424124 4.67883111 0.97719164]
197	[2.23784396 0.27258911 2.18113031 4.79349282 4.28507281]
198	[0.91516349 3.20664626 4.16859258 3.85483835 0.64579889]
199	[0.04714296 1.42263016 4.00121649 2.00951616 3.47135224]
200	[1.10360499 0.02710586 0.80332376 0.33105923 0.5743714 ]
201	[2.44147837 3.18927063 4.75037758 2.57541434 4.70380437]
202	[4.94940974 0.20215062 3.10978574 2.61775824 2.06509219]
203	[1.75401199 3.63656398 1.43544002 0.37175096 2.82799022]
204	[2.73470434 3.44179316 1.66988974 2.28807487 4.45510158]
205	[4.3541359  1.35051517 4.23455318 1.75536874 4.46349696]
206	[1.57543912 0.08879005 4.43015801 0.04732886 3.98636628]
207	[4.34437633 2.12433132 1.81987966 3.25835326 3.19393931]
208	[3.9759719  3.2199213  1.59114844 1.86424301 4.84919045]
209	[2.58404009 3.45824995 4.38124731 1.76728692 4.77667435]
210	[0.9186956  0.18586966 4.40385096 0.51881897 2.74036478]
211	[0.47307135 2.29953142 4.96877814 2.0102958  3.71203256]
212	[1.47101393 1.65263837 0.07668083 4.21639044 0.25110151]
213	[4.3454995  2.61166311 4.6644213  1.05172261 3.717417  ]
214	[1.67639273 0.54615056 1.62524921 3.45337084 2.18167688]
215	[0.35254478 3.38891426 3.66053609 0.39848127 2.90770406]
216	[0.58300955 4.35727132 4.54868307 2.15855785 1.08809654]
217	[4.44746076 3.61979667 4.9412118  0.76784415 1.73241058]
218	[0.86780013 3.10026533 2.503829   0.83462662 3.12393554]
219	[2.42842939 1.28863394 3.4136961  3.55224546 2.36713662]
220	[0.84503252 1.3796352  4.40173842 4.09644911 4.51994803]
221	[4.42756807 4.07572359 1.68136353 0.80981405 0.70916974]
222	[4.72215578 4.60151707 2.36127002 3.08403201 2.27122943]
223	[2.57247097 3.9726504  2.22096153 2.70049738 1.36678256]
224	[3.47015086 4.34077894 1.34257838 1.03461179 4.85672174]
225	[1.72305061 4.39935704 1.96333651 0.3101196  2.20195897]
226	[4.41971718 0.11175758 4.85300221 4.60392202 0.46075794]
227	[1.60060802 3.85114769 2.85392463 3.31815181 4.5477368 ]
228	[4.03823317 1.54084345 0.32723046 1.88615401 0.79771283]
229	[3.94294304 1.57846395 0.77032863 2.48989226 4.89042023]
230	[4.1573936  1.92820557 0.68046021 1.97160482 4.25466586]
231	[1.66316695 4.13221059 2.10921207 3.27252983 3.55839096]
232	[1.35457852 4.53979389 3.3412535  1.64392695 3.62060502]
233	[3.61071262 4.18257286 2.54172746 2.19030314 4.54998179]
234	[0.05270834 2.34359923 1.56036408 3.7998554  2.44473366]
235	[1.87503775 4.41848478 2.5903964  1.86397316 0.42747794]
236	[4.55125606 1.94249518 3.8413953  0.42744924 0.0383666 ]
237	[4.56535074 1.1310583  4.14913754 1.55941285 1.46257653]
238	[2.0974261  3.80378708 1.39542299 0.47686299 0.34829225]
239	[2.05232259 2.0137485  0.23406594 3.06526947 1.2381949 ]
240	[0.30283129 2.40563723 4.2710482  1.0956063  0.67894947]
241	[4.27553309 0.99115923 2.38550278 2.48257664 0.71787347]
242	[2.42073455 3.46849353 2.43345251 1.70034448 4.3960884 ]
243	[4.43314727 4.36264495 1.48846477 2.79340341 0.78324637]
244	[0.58111773 4.47188356 1.8493847  1.2424404  0.52216346]
245	[4.03113428 1.35520586 2.46078421 3.38611225 0.55667236]
246	[2.07173024 1.11027426 2.45179977 3.41299862 1.29682156]
247	[2.89841936 1.11970264 2.40721963 2.18904246 3.88494201]
248	[1.49274246 2.70496258 2.92532865 1.15782428 2.33866462]
249	[2.80731432 1.05414887 0.06053741 4.88115893 0.77893507]
250	[1.57607865 2.56631369 1.58738003 0.94515987 2.67342746]
251	[4.64288493 1.2799093  1.60880867 3.2300042  4.25240517]
252	[3.98671065 0.77507707 0.60696441 3.43160742 4.20504581]
253	[1.53272526 4.3275231  1.79787646 3.29066184 3.80607124]
254	[0.40738967 4.86770872 4.71040367 1.10117197 0.40362066]
255	[0.67417511 2.51984874 0.26346781 2.62696044 4.47629489]
256	[4.76135842 2.22758356 4.22830124 1.6186579  2.97345522]
257	[3.48876826 3.65320937 1.21922935 2.40835762 0.65079758]
258	[3.40713401 3.94467223 1.24986891 4.85234745 1.55313944]
259	[0.27029173 1.67917648 1.07585425 4.95693165 4.12990809]
260	[1.08608795 2.82299069 1.95048785 1.15611128 0.05350699]
261	[4.8599438  2.70417556 1.78407041 4.08523183 0.05476423]
262	[1.58463281 2.26687175 2.91356182 2.86269191 0.62075276]
263	[4.76158472 3.86066633 0.15501039 1.81187762 3.94388846]
264	[3.83868821 3.74953155 0.07943857 1.04901162 0.46616144]
265	[0.92203561 4.2482476  2.28024707 1.35589265 1.17500116]
266	[2.01188675 1.72907768 4.84314933 0.98565007 2.07623528]
267	[3.85145289 0.27938696 0.0174383  2.36935062 2.96850192]
268	[4.70701305 2.27944597 4.3545395  1.79030715 1.22602819]
269	[4.47367645 4.3005356  1.6671863  4.12126888 2.19061116]
270	[4.49761202 3.04021384 4.97955432 3.28299454 3.7000895 ]
271	[4.93072106 0.06147102 4.89821183 0.23862293 3.2393267 ]
272	[4.25413525 3.63150801 2.91913098 4.10727001 4.92429205]
273	[2.18444346 3.31354219 3.65480683 2.20722224 0.10211346]
274	[1.74465809 4.40116721 3.70037518 2.87355623 1.72327647]
275	[0.63284436 1.94698778 3.13473005 0.56735139 0.5828614 ]
276	[0.19197264 2.3592621  2.0338134  4.80940587 2.20125637]
277	[4.32297686 1.2317111  1.35790355 3.74735488 2.27012294]
278	[3.72589902 0.38963953 1.785286   2.52916137 2.27092265]
279	[1.64863481 1.03603362 3.41711002 2.02345529 3.66744935]
280	[3.66170634 2.39017937 0.55082089 1.69325183 1.92691093]
281	[2.09737426 1.97031291 2.19250814 0.75160208 4.23187916]
282	[0.16013427 4.82486588 4.09931572 3.75624573 1.87022503]
283	[4.34643513 2.03411064 0.01853742 1.52062471 4.53171522]
284	[3.13862132 2.07468251 1.98321079 1.52281083 1.86831138]
285	[4.22530038 4.77740728 1.51900034 2.89969692 3.51149312]
286	[4.39694777 4.16019783 4.12776658 4.31960545 1.43274586]
287	[4.99814395 2.09421268 0.37970906 0.13216967 2.6686854 ]
288	[3.19361259 3.94037494 3.03812402 3.30919122 3.9657385 ]
289	[1.19339013 4.64276608 2.38296382 2.62768642 2.13182694]
290	[2.20570055 3.14851993 4.05772913 3.3013252  4.55001892]
291	[0.39484335 0.86581603 4.21508517 0.31760443 1.70266035]
292	[2.96670559 2.01955385 3.72741018 0.02739896 2.30651648]
293	[1.99045338 1.98039663 2.44284183 0.1970333  3.01217359]
294	[0.2875781  0.14121013 0.76247165 3.95044732 0.44836377]
295	[2.4239834  3.27870223 2.91801704 1.14617656 1.95644161]
296	[1.56988076 3.91588117 3.3425012  2.45650919 2.0123527 ]
297	[0.19246755 2.470764   3.50967462 2.53046603 0.83825628]
298	[1.22856761 0.64851764 3.25984283 2.11306707 2.9952863 ]
299	[1.87444375 1.41481725 1.55828948 4.43835408 0.90857815]
300	[1.41767728 3.08127794 1.98664303 2.4622392  3.3448572 ]
301	[3.05175546 0.07537635 0.66631394 2.39038499 3.21130908]
302	[4.28278608 1.57577173 2.24828227 0.47777846 1.79066482]
303	[1.30423455 0.37571494 1.04792728 3.52235078 3.5865436 ]
304	[1.70909136 0.33788236 0.69027644 2.77407683 1.45425941]
305	[3.21848128 2.41541699 3.005826   1.06622903 4.9572289 ]
306	[0.17434759 4.08934654 3.29376062 3.38904166 3.49297333]
307	[1.62510715 2.68275954 1.44061786 4.1782272  1.63289454]
308	[0.52458898 2.06200004 1.98691095 3.60560771 3.74252785]
309	[0.83305353 3.84533694 4.90609147 2.04409294 3.96268633]
310	[3.2264149  4.20802082 0.53712225 3.74659289 1.78304444]
311	[2.90433676 1.13043287 3.72906364 2.9449085  3.47165175]
312	[2.32389124 1.84638397 4.1694727  1.27038819 0.96198068]
313	[3.07518816 1.78190742 3.33017032 0.41237763 3.45420275]
314	[4.3207719  3.0972977  4.4137674  3.42512664 3.24242571]
315	[1.07826655 3.8820016  1.10650653 1.7134968  1.13457991]
316	[4.0994206  1.21110938 3.24044289 2.42905113 1.67418842]
317	[1.8517876  4.48048364 2.38792471 0.80147642 2.80987914]
318	[0.01564323 1.72815381 4.03862942 1.17653328 1.14312927]
319	[3.8820653  0.19592123 3.64717582 1.41710531 0.0799884 ]
320	[4.10803321 1.27531638 3.72209026 3.38025166 3.9893294 ]
321	[1.49078938 1.67945034 1.1015689  3.40313348 4.28073904]
322	[2.35817908 1.93890351 0.94810179 1.95196398 0.44800129]
323	[1.25057917 2.19945896 2.80738051 3.65240959 1.04874813]
324	[2.48601258 1.79992233 0.93083327 2.04167823 4.43365004]
325	[1.32131807 3.15835567 1.49885505 3.71467917 2.69535096]
326	[0.51893814 0.57527367 0.6813869  0.74611087 2.12568845]
327	[2.49553836 2.83186208 1.40709728 3.01747382 2.06353286]
328	[4.33123657 2.7563999  0.94231726 1.03267536 0.54396865]
329	[1.7169657  4.17794036 3.85049401 0.40116988 3.31230055]
330	[4.10005548 3.18253112 1.92131297 1.85359328 1.22411375]
331	[4.10986277 2.98798454 2.65563521 4.24559976 4.69529933]
332	[1.80967324 3.59428966 0.50504108 0.33767284 4.49064516]
333	[3.4866221  4.16474977 3.6435407  3.08294026 3.38805942]
334	[0.13686364 0.25680818 3.79052086 2.98606954 1.74882839]
335	[0.8843933  0.37803962 0.71592213 1.56925464 1.90953089]
336	[0.72106623 4.98361694 2.44835622 3.54500842 0.52719387]
337	[1.88311815 4.71965426 4.5625645  1.55263061 4.30113041]
338	[3.00804225 3.7633723  3.45167211 2.56627995 1.41303995]
339	[0.54575115 2.18092234 3.24431005 2.45439389 0.5723248 ]
340	[4.21164011 2.28652009 1.776299   4.14247175 0.45433155]
341	[3.12423831 3.17326705 4.32494419 2.01320004 4.08739452]
342	[3.40532533 1.61561009 4.22826899 3.58714676 4.65097118]
343	[1.28772398 0.39103224 0.0818464  3.00219084 4.17245261]
344	[0.1551471  4.12238768 3.35976673 3.421436   0.32466911]
345	[1.91019756 1.9376844  1.3133006  2.80427877 2.21340603]
346	[1.92874905 0.60774605 2.49338904 3.39234337 4.61362205]
347	[4.88268509 4.04203807 4.02531265 3.82834827 0.78969815]
348	[1.9449929  2.19938275 0.06943974 2.40180908 2.88357376]
349	[0.98518541 1.66172172 4.96105827 4.36756308 4.71959975]
350	[4.32518541 0.33765586 1.33459461 3.03880064 2.2774857 ]
351	[0.44054515 0.72327756 0.35363398 2.8512565  2.96509676]
352	[3.34287084 0.9963103  3.66408621 0.95496959 2.95164559]
353	[2.55903992 4.16370599 3.71346648 4.44168286 3.54130891]
354	[3.95511639 0.11959286 4.09430513 0.39182815 1.20961691]
355	[3.23990126 3.13001001 1.24617226 2.05661    4.52601466]
356	[2.88968452 1.7163104  3.73516202 4.61736855 4.08040251]
357	[0.16416522 2.14609923 3.24508124 3.125694   4.79144538]
358	[3.62241211 3.15413113 1.18427464 3.36132075 2.28848387]
359	[2.06548981 3.96499283 4.05629152 4.14226294 4.02586803]
360	[0.58003174 4.45423814 0.7732832  4.76480011 3.31490932]
361	[4.71574201 2.6010498  1.51735257 0.46457132 2.17111937]
362	[3.32897348 0.71688414 1.1315764  3.16328848 2.52403323]
363	[4.87649891 1.42008662 2.67760914 1.72621317 2.28540673]
364	[0.21453243 1.64517519 1.58641321 1.64741502 4.32482418]
365	[1.13617173 1.22773226 2.84706972 0.67667662 1.43408774]
366	[0.42914114 0.92473575 0.2104009  4.56463547 3.30955914]
367	[3.01562607 1.48974328 2.8430552  4.1713102  3.21571481]
368	[0.71238951 2.01868041 4.91721356 2.96082816 3.59640616]
369	[4.61696922 4.96576107 1.34206193 3.55155332 3.93621702]
370	[2.28624866 3.87180164 1.16202046 0.39649952 4.1248529 ]
371	[1.48712075 1.04744156 4.57402185 1.12016075 0.39683195]
372	[2.83273093 1.65994717 4.97883685 0.74879198 1.4285535 ]
373	[3.08348249 2.20757429 3.44491843 3.69174282 1.47641107]
374	[4.32737616 3.63351928 2.82184867 3.20161811 3.81211487]
375	[1.46632567 3.58352123 3.46019361 3.39791205 4.68511029]
376	[3.81959698 3.50401401 4.60087181 3.80683634 2.05299452]
377	[0.57581913 3.69016913 2.96892926 1.14115449 0.63005546]
378	[3.37125955 0.25237708 3.81453741 0.55200488 0.04683695]
379	[4.30052948 4.84266192 0.15183979 4.81048637 0.37244335]
380	[0.92387623 4.24360815 4.88732602 1.2951347  2.72276159]
381	[2.50959318 2.8693534  2.28096914 0.73519504 2.67919002]
382	[0.36032795 0.61797785 0.04083044 2.15417274 4.11164076]
383	[2.98672307 2.64147933 3.32831123 0.4057392  1.83603014]
384	[0.78159744 3.93146602 2.6231655  4.22797048 2.07289273]
385	[0.58538025 3.78042209 3.98168851 3.83116008 3.61498908]
386	[1.43568956 4.85269732 1.21736647 4.93993672 2.45314496]
387	[2.88283997 3.85344905 3.84788769 3.32234746 3.34140566]
388	[0.40862294 3.13698295 4.00838939 4.34273839 1.92241104]
389	[2.32937989 1.20962012 2.39093946 3.06361298 0.57864346]
390	[1.93417553 2.4742072  4.73312826 2.49912812 2.64554023]
391	[4.51873454 2.68304601 2.18611628 3.89170537 1.51151187]
392	[4.6015665  1.89173758 0.8690101  1.67677393 0.64686971]
393	[1.32390059 4.66893867 4.90169132 2.12592922 2.0274416 ]
394	[0.66916971 0.17330096 1.52808832 0.02718776 4.31643565]
395	[2.40831142 0.32713968 3.68987779 1.21676143 2.18597332]
396	[3.68023732 4.13327993 2.95120696 0.94795762 3.69790216]
397	[0.08990885 1.92117865 3.9077843  1.80044084 0.88673067]
398	[4.40115699 2.13822217 0.99949841 2.1428708  2.0790828 ]
399	[4.15912339 1.54102713 3.14934651 4.52926939 3.29208414]
400	[0.28895952 1.24341347 0.56032818 2.13524498 4.97758633]
401	[2.96700529 0.85110843 3.41678384 0.32520581 1.30074898]
402	[0.48146594 2.01170774 2.53688204 0.9453262  2.53751623]
403	[2.91594286 1.02190711 0.54285448 3.80338608 4.51504726]
404	[2.57467094 3.18289622 0.61455754 2.91302226 2.1545808 ]
405	[2.92707641 1.14949192 3.87934985 3.97239137 2.57363704]
406	[4.45580166 0.87019801 2.95572218 1.13492772 0.69773766]
407	[2.41638844 2.70310401 1.98582919 2.2086898  1.59685941]
